1,1,0.000096
1,2,0.000057
1,3,0.000067
1,4,0.000080
1,5,0.000061
2,1,0.000050
2,2,0.000051
2,3,0.000049
2,4,0.000048
2,5,0.000058
3,1,0.000054
3,2,0.000055
3,3,0.000045
3,4,0.000048
3,5,0.000050
4,1,0.000075
4,2,0.000073
4,3,0.000069
4,4,0.000060
4,5,0.000071
5,1,0.000105
5,2,0.000118
5,3,0.000108
5,4,0.000114
5,5,0.000092
6,1,0.000168
6,2,0.000190
6,3,0.000157
6,4,0.000219
6,5,0.000159
7,1,0.000330
7,2,0.000302
7,3,0.000314
7,4,0.000110
7,5,0.000319
8,1,0.000742
8,2,0.000567
8,3,0.000622
8,4,0.000595
8,5,0.000543
9,1,0.001121
9,2,0.001398
9,3,0.001177
9,4,0.001211
9,5,0.001132
10,1,0.002908
10,2,0.003808
10,3,0.003364
10,4,0.002845
10,5,0.002395
11,1,0.005658
11,2,0.006637
11,3,0.006022
11,4,0.006467
11,5,0.007176
12,1,0.012719
12,2,0.011957
12,3,0.012828
12,4,0.013658
12,5,0.013249
13,1,0.026754
13,2,0.025489
13,3,0.023036
13,4,0.026531
13,5,0.024710
14,1,0.047934
14,2,0.049191
14,3,0.039573
14,4,0.051775
14,5,0.047038
15,1,0.093457
15,2,0.078096
15,3,0.094469
15,4,0.094906
15,5,0.092329
16,1,0.185291
16,2,0.193663
16,3,0.184340
16,4,0.203243
16,5,0.188087
17,1,0.383314
17,2,0.370752
17,3,0.373651
17,4,0.407282
17,5,0.379238
18,1,0.724769
18,2,0.756173
18,3,0.731731
18,4,0.730308
18,5,0.640975
19,1,1.553418
19,2,1.207415
19,3,1.604829
19,4,1.265308
19,5,1.264638
20,1,2.562140
20,2,3.048793
20,3,2.552532
20,4,2.574529
20,5,2.578121
21,1,6.311292
21,2,5.100585
21,3,4.719071
21,4,4.726022
21,5,5.133380
22,1,10.642036
22,2,10.096573
22,3,10.290742
22,4,11.126280
22,5,10.331131
23,1,21.019506
23,1,20.178286
23,1,21.056005
