1,1,0.000066
1,2,0.000077
1,3,0.000072
1,4,0.000081
1,5,0.000048
2,1,0.000065
2,2,0.000038
2,3,0.000075
2,4,0.000054
2,5,0.000058
3,1,0.000056
3,2,0.000062
3,3,0.000063
3,4,0.000047
3,5,0.000057
4,1,0.000067
4,2,0.000076
4,3,0.000065
4,4,0.000041
4,5,0.000065
5,1,0.000106
5,2,0.000098
5,3,0.000050
5,4,0.000090
5,5,0.000101
6,1,0.000159
6,2,0.000147
6,3,0.000147
6,4,0.000070
6,5,0.000080
7,1,0.000296
7,2,0.000275
7,3,0.000116
7,4,0.000265
7,5,0.000302
8,1,0.000549
8,2,0.001126
8,3,0.000225
8,4,0.000539
8,5,0.000506
9,1,0.001053
9,2,0.000447
9,3,0.000436
9,4,0.000844
9,5,0.001978
10,1,0.002049
10,2,0.001935
10,3,0.002014
10,4,0.002168
10,5,0.002104
11,1,0.004038
11,2,0.004153
11,3,0.003823
11,4,0.004138
11,5,0.003965
12,1,0.008139
12,2,0.008435
12,3,0.008374
12,4,0.009205
12,5,0.008625
13,1,0.015475
13,2,0.015999
13,3,0.015828
13,4,0.015536
13,5,0.016414
14,1,0.030858
14,2,0.022866
14,3,0.022845
14,4,0.029319
14,5,0.031379
15,1,0.046606
15,2,0.055393
15,3,0.046374
15,4,0.059160
15,5,0.060275
16,1,0.096110
16,2,0.100895
16,3,0.114374
16,4,0.102751
16,5,0.105273
17,1,0.197006
17,2,0.207015
17,3,0.221024
17,4,0.195598
17,5,0.200816
18,1,0.392948
18,2,0.402848
18,3,0.423299
18,4,0.396698
18,5,0.419337
19,1,0.819988
19,2,0.836401
19,3,0.815826
19,4,0.833028
19,5,0.833896
20,1,1.680791
20,2,1.641759
20,3,1.686065
20,4,1.715462
20,5,1.678529
21,1,3.479210
21,2,3.314543
21,3,3.513037
21,4,3.297190
21,5,3.374331
22,1,7.028948
22,2,6.703352
22,3,6.540668
22,4,6.741386
22,5,6.915371
23,1,13.003958
23,2,13.191141
23,3,13.060340
23,4,13.014899
23,5,13.330586
24,1,26.878516
24,2,27.200000
24,3,26.188580
24,4,26.341752
24,5,25.847431
25,1,53.683306
25,2,54.545004
25,3,54.350384
25,4,53.464255
25,5,54.746903
26,1,106.072975
26,2,106.921699
26,3,111.847376
26,4,109.266474
26,5,110.908327
27,1,218.685358
27,2,217.355449
27,3,213.669655
27,4,216.483716
27,5,224.200853
