1,1,0.000087
1,2,0.000081
1,3,0.000121
1,4,0.000079
1,5,0.000078
2,1,0.000092
2,2,0.000100
2,3,0.000102
2,4,0.000080
2,5,0.000084
3,1,0.000125
3,2,0.000116
3,3,0.000171
3,4,0.000126
3,5,0.000120
4,1,0.000199
4,2,0.000199
4,3,0.000210
4,4,0.000210
4,5,0.000205
5,1,0.000341
5,2,0.000382
5,3,0.000372
5,4,0.000387
5,5,0.000410
6,1,0.000661
6,2,0.000657
6,3,0.000677
6,4,0.000646
6,5,0.000662
7,1,0.001759
7,2,0.001428
7,3,0.001275
7,4,0.001269
7,5,0.001248
8,1,0.002551
8,2,0.002464
8,3,0.002520
8,4,0.002583
8,5,0.002551
9,1,0.005081
9,2,0.005035
9,3,0.005077
9,4,0.005138
9,5,0.005042
10,1,0.010099
10,2,0.010137
10,3,0.009928
10,4,0.010127
10,5,0.010342
11,1,0.020454
11,2,0.020178
11,3,0.020168
11,4,0.020003
11,5,0.020535
12,1,0.039895
12,2,0.040511
12,3,0.040622
12,4,0.044540
12,5,0.043375
13,1,0.080240
13,2,0.081001
13,3,0.078621
13,4,0.080053
13,5,0.085469
14,1,0.172973
14,2,0.180150
14,3,0.183449
14,4,0.175259
14,5,0.181415
15,1,0.348621
15,2,0.346293
15,3,0.360154
15,4,0.343223
15,5,0.325821
16,1,0.703284
16,2,0.658065
16,3,0.700196
16,4,0.708456
16,5,0.700646
17,1,1.425092
17,2,1.395890
17,3,1.514317
17,4,1.513164
17,5,1.395199
18,1,3.382085
18,2,2.770208
18,3,2.909547
18,4,2.743016
18,5,2.805700
19,1,6.656574
19,2,6.149884
19,3,6.040625
19,4,6.107157
19,5,6.369259
20,1,13.889941
20,2,12.830290
20,3,12.829251
20,4,12.965362
20,5,12.262041
21,1,27.613012
21,2,26.965270
21,3,26.693483
21,4,25.568609
21,5,24.525639
22,1,51.382086
22,2,53.987069
22,3,53.521155
22,4,57.169996
22,5,50.513817
23,1,106.475499
23,2,105.627092
23,3,113.663204
23,4,109.902386
23,5,109.529055
24,1,168.613305
25,1,317.460775
24,2,156.630377
24,3,161.096001
25,2,317.398525
24,4,165.461825
24,5,158.070791
25,3,317.626463
25,1,309.561750
25,4,312.588081
25,2,304.760043
25,5,317.157431
25,3,320.204506
25,4,310.265949
25,5,330.379545
26,1,675.364034
26,2,641.089550
26,3,633.478037
26,4,656.696135
26,5,608.813848
27,1,1279.934787
27,2,1284.657888
27,3,1269.848191
27,4,1286.888607
27,5,1257.117918
