1,1,2.06
1,2,2.04
1,3,2.08
1,4,2.05
1,5,2.10
2,1,2.09
2,2,2.08
2,3,2.12
2,4,2.04
2,5,2.09
3,1,2.09
3,2,1.92
3,3,2.09
3,4,2.11
3,5,2.06
4,1,2.10
4,2,2.07
4,3,2.12
4,4,2.08
4,5,2.06
5,1,2.06
5,2,2.07
5,3,2.08
5,4,2.06
5,5,2.10
6,1,2.08
6,2,2.12
6,3,2.04
6,4,2.09
6,5,2.10
7,1,2.10
7,2,2.09
7,3,2.09
7,4,2.08
7,5,2.11
8,1,2.09
8,2,2.12
8,3,2.05
8,4,2.11
8,5,2.13
9,1,2.13
9,2,2.12
9,3,2.12
9,4,2.03
9,5,2.13
10,1,2.11
10,2,2.18
10,3,2.16
10,4,2.13
10,5,2.14
11,1,2.20
11,2,2.14
11,3,2.18
11,4,2.19
11,5,2.19
12,1,2.24
12,2,2.27
12,3,2.28
12,4,2.28
12,5,2.24
13,1,2.41
13,2,2.37
13,3,2.39
13,4,2.29
13,5,2.40
14,1,2.59
14,2,2.57
14,3,2.60
14,4,2.56
14,5,2.58
15,1,2.88
15,2,2.87
15,3,2.84
15,4,2.90
15,5,2.86
16,1,3.16
16,2,3.16
16,3,3.14
16,4,3.16
16,5,3.17
17,1,3.43
17,2,3.40
17,3,3.41
17,4,3.42
17,5,3.39
18,1,3.54
18,2,3.54
18,3,3.54
18,4,3.54
18,5,3.54
19,1,3.63
19,2,3.64
19,3,3.62
19,4,3.63
19,5,3.59
20,1,3.68
20,2,3.66
20,3,3.68
20,4,3.68
20,5,3.69
21,1,3.71
21,2,3.68
21,3,3.71
21,4,3.67
21,5,3.71
22,1,3.63
22,2,3.71
22,3,3.31
22,4,3.72
22,5,3.67
23,1,3.72
23,2,3.71
23,3,3.67
23,4,3.70
23,5,3.63
24,1,3.65
24,2,3.67
24,3,3.68
24,4,3.59
24,5,3.65
25,1,3.69
25,2,3.63
25,3,3.66
25,4,3.54
25,5,3.69
26,1,3.62
26,2,3.65
26,3,3.70
26,4,3.73
26,5,3.70
27,1,3.35
27,2,3.42
27,3,3.47
27,4,3.51
27,5,3.45
28,1,3.70
28,2,3.47
28,3,3.31
28,4,3.30
28,5,3.74
29,1,3.75
29,2,3.55
29,3,3.71
29,4,3.35
29,5,3.53
30,1,3.32
30,2,3.31
30,3,3.26
30,4,3.74
30,5,3.27
