1,1,2.04
1,2,2.06
1,3,2.06
1,4,2.06
1,5,2.07
2,1,2.07
2,2,2.06
2,3,2.07
2,4,2.08
2,5,2.07
3,1,2.07
3,2,2.06
3,3,2.06
3,4,2.07
3,5,2.07
4,1,2.07
4,2,2.08
4,3,2.08
4,4,2.08
4,5,2.08
5,1,2.09
5,2,2.09
5,3,2.09
5,4,2.09
5,5,2.09
6,1,2.11
6,2,2.10
6,3,2.10
6,4,2.11
6,5,2.12
7,1,2.23
7,2,2.22
7,3,2.23
7,4,2.23
7,5,2.24
8,1,2.43
8,2,2.44
8,3,2.44
8,4,2.44
8,5,2.43
9,1,2.77
9,2,2.76
9,3,2.76
9,4,2.77
9,5,2.77
10,1,3.22
10,2,3.24
10,3,3.20
10,4,3.23
10,5,3.23
11,1,3.75
11,2,3.73
11,3,3.75
11,4,3.75
11,5,3.75
12,1,4.20
12,2,4.20
12,3,4.20
12,4,4.21
12,5,4.20
13,1,4.53
13,2,4.53
13,3,4.53
13,4,4.53
13,5,4.53
14,1,4.74
14,2,4.74
14,3,4.74
14,4,4.74
14,5,4.75
15,1,4.86
15,2,4.86
15,3,4.86
15,4,4.86
15,5,4.86
16,1,4.92
16,2,4.92
16,3,4.92
16,4,4.92
16,5,4.92
17,1,4.95
17,2,4.96
17,3,4.95
17,4,4.95
17,5,4.95
18,1,4.97
18,2,4.97
18,3,4.97
18,4,4.97
18,5,4.97
19,1,4.98
19,2,4.97
19,3,4.98
19,4,4.98
19,5,4.98
20,1,4.98
20,2,4.98
20,3,4.98
20,4,4.98
20,5,4.98
21,1,4.98
21,2,4.99
21,3,4.99
21,4,4.99
21,5,4.98
22,1,4.98
22,2,4.99
22,3,4.99
22,4,4.99
22,5,4.99
23,1,4.99
23,2,4.98
23,3,4.98
23,4,4.99
23,5,4.98
24,1,4.99
24,2,4.99
24,3,4.99
24,4,4.99
24,5,4.98
25,1,4.99
25,2,4.99
25,3,4.98
25,4,4.99
25,5,4.99
26,1,4.99
26,2,4.99
26,3,4.99
26,4,4.99
26,5,4.99
27,1,4.99
27,2,4.99
27,3,4.99
27,4,4.99
27,5,4.99
28,1,4.99
28,2,4.99
28,3,4.99
28,4,4.99
28,5,4.99
29,1,4.99
29,2,4.99
29,3,4.99
29,4,4.99
29,5,4.99
30,1,4.99
30,2,4.99
30,3,4.99
30,4,4.99
30,5,4.99
